Ngày;Lần cuối;Mở;Cao;Thấp;KL; Thay đổi
23/9/11;4661.6;4683.2;4704.9;4661.6;637.15K;-0.92
22/9/11;4704.9;4683.2;4704.9;4661.6;575.05K;0.46
21/9/11;4683.2;4661.6;4704.9;4639.9;508.91K;0.46
20/9/11;4661.6;4726.6;4726.6;4639.9;527.28K;-0.92
19/9/11;4704.9;4683.2;4726.6;4639.9;566.96K;0.93
16/9/11;4661.6;4770.0;4878.4;4661.6;655.15K;-1.83
15/9/11;4748.3;4770.0;4813.3;4704.9;1.09;-1.79
14/9/11;4835.0;4900.1;4965.1;4770.0;784.49K;-1.76
13/9/11;4921.7;4921.7;4986.8;4900.1;942.49K;0.00
12/9/11;4921.7;4900.1;4943.4;4856.7;864.96K;0.00
9/9/11;4921.7;4986.8;4986.8;4900.1;1.42;-2.58
8/9/11;5051.8;5203.6;5225.3;4986.8;2.40;-1.69
7/9/11;5138.6;4986.8;5203.6;4900.1;1.24;4.87
6/9/11;4900.1;4986.8;5008.5;4835.0;1.13;-3.42
5/9/11;5073.5;5160.2;5160.2;5030.1;3.59;3.54
1/9/11;4900.1;4618.2;4900.1;4618.2;2.55;6.10
31/8/11;4618.2;4661.6;4683.2;4574.8;997.97K;0.47
30/8/11;4596.5;4553.1;4726.6;4553.1;971.89K;0.95
29/8/11;4553.1;4509.8;4553.1;4509.8;616.20K;0.48
26/8/11;4531.5;4531.5;4531.5;4509.8;403.45K;-0.47
25/8/11;4553.1;4509.8;4553.1;4509.8;725.70K;0.00
24/8/11;4553.1;4249.6;4553.1;4249.6;408.60K;0.00
23/8/11;4553.1;4553.1;4553.1;4531.5;1.46;0.00
22/8/11;4553.1;4509.8;4553.1;4509.8;1.42;0.96
19/8/11;4509.8;4531.5;4531.5;4509.8;885.17K;-0.95
18/8/11;4553.1;4509.8;4553.1;4509.8;969.31K;0.96
17/8/11;4509.8;4509.8;4531.5;4488.1;979.24K;0.00
16/8/11;4509.8;4509.8;4509.8;4488.1;1.41;0.00
15/8/11;4509.8;4509.8;4509.8;4488.1;869.74K;0.00
12/8/11;4509.8;4466.4;4509.8;4466.4;889.21K;0.48
11/8/11;4488.1;4488.1;4509.8;4466.4;1.69;-0.48
10/8/11;4509.8;4488.1;4509.8;4488.1;1.09;0.48
9/8/11;4488.1;4509.8;4509.8;4488.1;1.89;-0.48
8/8/11;4509.8;4509.8;4531.5;4488.1;1.04;-0.48
5/8/11;4531.5;4509.8;4553.1;4509.8;1.26;-0.47
4/8/11;4553.1;4553.1;4553.1;4488.1;780.82K;0.96
3/8/11;4509.8;4488.1;4531.5;4488.1;515.52K;0.00
2/8/11;4509.8;4488.1;4509.8;4466.4;2.90;0.00
1/8/11;4509.8;4509.8;4509.8;4488.1;829.69K;-0.95
29/7/11;4553.1;4488.1;4553.1;4444.7;2.20;0.48
28/7/11;4531.5;4531.5;4531.5;4509.8;1.32;-0.47
27/7/11;4553.1;4509.8;4553.1;4509.8;1.28;0.00
26/7/11;4553.1;4531.5;4553.1;4509.8;1.51;0.48
25/7/11;4531.5;4553.1;4596.5;4531.5;3.11;-0.47
22/7/11;4553.1;4574.8;4574.8;4553.1;447.55K;0.00
21/7/11;4553.1;4553.1;4704.9;4531.5;1.58;0.48
20/7/11;4531.5;4531.5;4553.1;4509.8;1.41;-0.47
19/7/11;4553.1;4531.5;4553.1;4531.5;1.73;0.48
18/7/11;4531.5;4553.1;4553.1;4531.5;621.71K;-0.47
15/7/11;4553.1;4531.5;4553.1;4509.8;1.69;0.48
14/7/11;4531.5;4553.1;4553.1;4531.5;1.50;0.00
13/7/11;4531.5;4509.8;4553.1;4509.8;979.60K;-0.47
12/7/11;4553.1;4553.1;4553.1;4531.5;580.19K;0.48
11/7/11;4531.5;4531.5;4553.1;4531.5;770.53K;-0.47
8/7/11;4553.1;4531.5;4553.1;4531.5;374.42K;0.48
7/7/11;4531.5;4531.5;4553.1;4531.5;521.03K;-0.47
6/7/11;4553.1;4531.5;4553.1;4531.5;359.73K;0.48
5/7/11;4531.5;4553.1;4553.1;4531.5;453.79K;0.00
4/7/11;4531.5;4509.8;4553.1;4509.8;682.34K;0.48
1/7/11;4509.8;4509.8;4553.1;4488.1;1.53;-0.48
30/6/11;4531.5;4488.1;4531.5;4488.1;1.18;0.48
29/6/11;4509.8;4509.8;4531.5;4509.8;733.78K;0.00
28/6/11;4509.8;4509.8;4509.8;4488.1;911.63K;0.00
27/6/11;4509.8;4509.8;4509.8;4488.1;2.06;0.00
24/6/11;4509.8;4509.8;4509.8;4488.1;1.45;0.00
23/6/11;4509.8;4509.8;4531.5;4488.1;3.55;-0.48
22/6/11;4531.5;4531.5;4553.1;4509.8;1.23;-0.47
21/6/11;4553.1;4531.5;4553.1;4509.8;1.29;0.48
20/6/11;4531.5;4509.8;4531.5;4488.1;2.30;0.00
17/6/11;4531.5;4531.5;4531.5;4488.1;1.85;0.00
16/6/11;4531.5;4509.8;4553.1;4509.8;1.64;0.97
15/6/11;4488.1;4531.5;4531.5;4488.1;1.98;-0.48
14/6/11;4509.8;4509.8;4596.5;4488.1;2.29;0.00
13/6/11;4509.8;4531.5;4553.1;4488.1;1.55;0.00
10/6/11;4509.8;4444.7;4574.8;4444.7;997.61K;0.48
9/6/11;4488.1;4509.8;4531.5;4466.4;711.00K;0.00
8/6/11;4488.1;4531.5;4574.8;4488.1;795.88K;-1.43
7/6/11;4553.1;4509.8;4574.8;4488.1;1.81;1.94
6/6/11;4466.4;4553.1;4553.1;4444.7;711.37K;-0.96
3/6/11;4509.8;4683.2;4770.0;4488.1;1.40;-2.35
2/6/11;4618.2;4553.1;4618.2;4488.1;1.25;1.91
1/6/11;4531.5;4401.4;4531.5;4401.4;1.70;1.46
31/5/11;4466.4;4466.4;4531.5;4423.1;1.29;0.98
30/5/11;4423.1;4423.1;4509.8;4423.1;1.59;-0.49
27/5/11;4444.7;4553.1;4553.1;4358.0;1.27;-2.38
26/5/11;4553.1;4423.1;4553.1;4162.9;1.52;2.94
25/5/11;4423.1;4574.8;4574.8;4336.3;2.44;-3.77
24/5/11;4596.5;4661.6;4661.6;4553.1;2.98;-1.40
23/5/11;4661.6;4704.9;4726.6;4618.2;1.92;-0.46
20/5/11;4683.2;4726.6;4726.6;4683.2;1.93;-1.37
19/5/11;4748.3;4748.3;4770.0;4704.9;1.84;0.00
18/5/11;4748.3;4748.3;4770.0;4748.3;1.11;0.00
17/5/11;4748.3;4770.0;4878.4;4748.3;311.59K;-0.45
16/5/11;4770.0;4748.3;4856.7;4748.3;786.69K;0.00
13/5/11;4770.0;4748.3;4770.0;4748.3;1.64;0.46
12/5/11;4748.3;4748.3;4770.0;4748.3;373.69K;-0.45
11/5/11;4770.0;4748.3;4770.0;4726.6;830.05K;0.92
10/5/11;4726.6;4748.3;4748.3;4726.6;312.33K;-0.46
9/5/11;4748.3;4748.3;4748.3;4726.6;1.06;0.00
6/5/11;4748.3;4704.9;4748.3;4704.9;577.62K;0.46
5/5/11;4726.6;4704.9;4726.6;4704.9;492.74K;0.46
4/5/11;4704.9;4748.3;4748.3;4683.2;480.25K;0.00
29/4/11;4704.9;4683.2;4726.6;4683.2;1.61;0.00
28/4/11;4704.9;4726.6;4726.6;4661.6;944.70K;-0.46
27/4/11;4726.6;4748.3;4748.3;4726.6;2.43;0.00
26/4/11;4726.6;4770.0;4770.0;4704.9;1.17;0.00
25/4/11;4726.6;4813.3;4813.3;4726.6;1.83;-1.80
22/4/11;4813.3;4770.0;4856.7;4770.0;1.23;-0.45
21/4/11;4835.0;4986.8;4986.8;4813.3;887.01K;-0.45
20/4/11;4856.7;4835.7;4940.8;4835.7;1.34;0.00
19/4/11;4856.7;4835.7;4856.7;4835.7;575.05K;0.43
18/4/11;4835.7;4856.7;4856.7;4814.6;3.25;0.00
15/4/11;4835.7;4856.7;5003.9;4835.7;583.87K;0.00
14/4/11;4835.7;4814.6;4856.7;4814.6;1.63;0.44
13/4/11;4814.6;4814.6;4856.7;4814.6;950.94K;-0.44
8/4/11;4835.7;4814.6;4835.7;4814.6;1.25;0.00
7/4/11;4835.7;4835.7;4856.7;4814.6;1.56;-0.43
6/4/11;4856.7;4835.7;4856.7;4814.6;804.33K;0.87
5/4/11;4814.6;4793.6;4835.7;4793.6;1.90;0.00
4/4/11;4814.6;4814.6;4856.7;4814.6;2.97;-0.44
1/4/11;4835.7;4814.6;4835.7;4793.6;1.60;0.44
31/3/11;4814.6;4793.6;4814.6;4793.6;825.64K;0.00
30/3/11;4814.6;4793.6;4835.7;4772.6;1.17;0.00
29/3/11;4814.6;4814.6;4835.7;4793.6;2.17;0.00
28/3/11;4814.6;4793.6;4856.7;4793.6;1.23;0.00
25/3/11;4814.6;4772.6;4814.6;4772.6;1.46;0.44
24/3/11;4793.6;4793.6;4814.6;4772.6;865.70K;-0.44
23/3/11;4814.6;4793.6;4814.6;4772.6;1.22;0.44
22/3/11;4793.6;4751.6;4814.6;4751.6;1.42;-0.44
21/3/11;4814.6;4793.6;4856.7;4793.6;2.10;0.00
18/3/11;4814.6;4709.5;4835.7;4688.5;2.21;2.23
17/3/11;4709.5;4730.5;4730.5;4646.4;2.13;-0.44
16/3/11;4730.5;4730.5;4730.5;4688.5;1.71;0.00
15/3/11;4730.5;4520.3;4751.6;4520.3;1.94;-0.44
14/3/11;4751.6;4835.7;4835.7;4730.5;2.37;-1.74
11/3/11;4835.7;4814.6;4877.7;4772.6;1.94;0.44
10/3/11;4814.6;4688.5;4835.7;4688.5;1.64;1.78
9/3/11;4730.5;4730.5;4751.6;4646.4;1.89;0.00
8/3/11;4730.5;4688.5;4751.6;4688.5;925.22K;0.90
7/3/11;4688.5;4730.5;4730.5;4667.5;398.31K;-1.33
4/3/11;4751.6;4625.4;4751.6;4625.4;1.90;2.73
3/3/11;4625.4;4520.3;4667.5;4499.3;1.66;1.38
2/3/11;4562.3;4688.5;4730.5;4541.3;2.40;-3.13
1/3/11;4709.5;4730.5;4751.6;4709.5;843.28K;0.00
28/2/11;4709.5;4730.5;4793.6;4688.5;962.33K;-0.44
25/2/11;4730.5;4667.5;4730.5;4667.5;1.00;0.90
24/2/11;4688.5;4709.5;4772.6;4604.4;2.35;-0.45
23/2/11;4709.5;4688.5;4751.6;4646.4;1.78;0.45
22/2/11;4688.5;4415.2;4730.5;4394.1;1.50;1.36
21/2/11;4625.4;4940.8;4940.8;4604.4;3.61;-6.78
18/2/11;4961.8;4982.8;4982.8;4919.8;2.00;-0.42
17/2/11;4982.8;5045.9;5045.9;4982.8;659.93K;-0.84
16/2/11;5024.9;5045.9;5088.0;5003.9;844.75K;-1.24
15/2/11;5088.0;5151.0;5151.0;5045.9;803.96K;-0.82
14/2/11;5130.0;5151.0;5172.1;5109.0;1.00;-0.81
11/2/11;5172.1;5151.0;5193.1;5130.0;814.99K;0.41
10/2/11;5151.0;5256.2;5256.2;5130.0;1.07;-0.81
9/2/11;5193.1;5298.2;5340.3;5172.1;1.16;0.41
8/2/11;5172.1;5256.2;5256.2;5151.0;264.19K;1.24
28/1/11;5109.0;5151.0;5151.0;5088.0;1.21;-0.82
27/1/11;5151.0;5151.0;5172.1;5088.0;925.96K;0.00
26/1/11;5151.0;5088.0;5151.0;5088.0;587.17K;1.24
25/1/11;5088.0;5172.1;5172.1;5066.9;786.69K;-1.63
24/1/11;5172.1;5235.1;5319.2;5172.1;1.51;-1.20
21/1/11;5235.1;4982.8;5340.3;4982.8;2.64;4.18
20/1/11;5024.9;5024.9;5045.9;4982.8;456.00K;0.84
19/1/11;4982.8;5003.9;5024.9;4919.8;569.17K;-0.42
18/1/11;5003.9;4961.8;5066.9;4961.8;537.20K;-1.24
17/1/11;5066.9;5066.9;5130.0;5045.9;783.02K;0.42
14/1/11;5045.9;5045.9;5088.0;5003.9;618.04K;0.00
13/1/11;5045.9;5066.9;5088.0;5024.9;806.90K;0.84
12/1/11;5003.9;5045.9;5151.0;5003.9;577.25K;0.85
11/1/11;4961.8;5088.0;5088.0;4940.8;1.42;-2.48
10/1/11;5088.0;5172.1;5172.1;5088.0;979.60K;-1.63
7/1/11;5172.1;5235.1;5256.2;5172.1;754.36K;-1.60
6/1/11;5256.2;5214.1;5319.2;5214.1;637.51K;1.22
5/1/11;5193.1;5319.2;5319.2;5193.1;1.26;-1.98
4/1/11;5298.2;5466.4;5466.4;5298.2;635.31K;-3.45
31/12/10;5487.4;5256.2;5634.6;5214.1;2.48;3.98
30/12/10;5277.2;5298.2;5298.2;5214.1;985.85K;-0.40
29/12/10;5298.2;5361.3;5403.3;5235.1;1.29;-1.18
28/12/10;5361.3;5235.1;5361.3;5235.1;1.25;2.41
27/12/10;5235.1;5214.1;5235.1;5151.0;1.16;0.00
24/12/10;5235.1;5045.9;5298.2;5003.9;1.44;0.00
23/12/10;5235.1;5256.2;5445.4;5130.0;2.30;-2.73
22/12/10;5382.3;5466.4;5676.7;5361.3;2.02;0.00
21/12/10;5382.3;5529.5;5571.5;5277.2;3.09;-2.66
20/12/10;5529.5;5886.9;5886.9;5487.4;3.69;-4.36
17/12/10;5781.8;5697.7;5886.9;5466.4;3.81;1.48
16/12/10;5697.7;5992.0;5992.0;5697.7;3.94;-7.19
15/12/10;6139.2;6139.2;6139.2;5739.7;7.35;7.35
14/12/10;5718.7;5466.4;5760.7;5466.4;11.29;4.62
13/12/10;5466.4;5066.9;5466.4;5066.9;2.34;5.26
10/12/10;5193.1;5003.9;5235.1;5003.9;3.73;3.78
9/12/10;5003.9;4919.8;5024.9;4877.7;2.00;1.71
8/12/10;4919.8;5045.9;5045.9;4919.8;3.73;-2.50
7/12/10;5045.9;5045.9;5193.1;4982.8;4.84;-0.41
6/12/10;5066.9;5340.3;5340.3;5045.9;5.40;0.00
3/12/10;5066.9;4814.6;5066.9;4814.6;4.86;5.24
2/12/10;4814.6;4688.5;4835.7;4625.4;2.24;2.69
1/12/10;4688.5;4709.5;4793.6;4625.4;2.32;-0.45
30/11/10;4709.5;4499.3;4772.6;4478.2;4.80;4.67
29/11/10;4499.3;4457.2;4562.3;4415.2;1.45;0.94
26/11/10;4457.2;4499.3;4541.3;4415.2;981.81K;0.16
25/11/10;4450.2;4431.2;4450.2;4393.2;2.48;0.43
24/11/10;4431.2;4393.2;4469.2;4393.2;3.04;0.86
23/11/10;4393.2;4336.1;4450.2;4317.1;4.11;1.76
22/11/10;4317.1;4355.1;4450.2;4317.1;4.07;-0.44
19/11/10;4336.1;4374.1;4393.2;4317.1;1.99;-0.44
18/11/10;4355.1;4336.1;4393.2;4336.1;2.01;1.33
17/11/10;4298.1;4279.0;4393.2;4279.0;1.48;-1.74
16/11/10;4374.1;4374.1;4393.2;4279.0;2.22;0.44
15/11/10;4355.1;4469.2;4526.3;4336.1;1.08;-2.55
12/11/10;4469.2;4583.3;4602.4;4431.2;2.54;-2.89
11/11/10;4602.4;4735.5;4735.5;4564.3;295.72K;-2.81
10/11/10;4735.5;4754.5;4754.5;4697.4;636.13K;0.00
9/11/10;4735.5;4792.5;4830.6;4716.5;2.83;-1.19
8/11/10;4792.5;5039.8;5039.8;4792.5;1.25;-1.18
5/11/10;4849.6;4778.3;4903.1;4778.3;1.80;1.87
4/11/10;4760.4;4760.4;4796.1;4742.6;1.49;0.00
3/11/10;4760.4;4778.3;4796.1;4742.6;1.92;0.00
2/11/10;4760.4;4778.3;4813.9;4707.0;1.45;0.00
1/11/10;4760.4;4813.9;4849.6;4760.4;1.01;-0.74
29/10/10;4796.1;4635.6;4938.7;4635.6;1.31;3.86
28/10/10;4617.8;4671.3;4671.3;4600.0;244.54K;-1.15
27/10/10;4671.3;4742.6;4742.6;4635.6;301.00K;-1.13
26/10/10;4724.8;4724.8;4796.1;4724.8;643.03K;0.76
25/10/10;4689.1;4796.1;4796.1;4689.1;349.75K;-0.76
22/10/10;4724.8;4796.1;4796.1;4707.0;88.96K;-1.49
21/10/10;4796.1;4742.6;4849.6;4724.8;298.16K;2.28
20/10/10;4689.1;4867.4;4867.4;4689.1;397.68K;-3.66
19/10/10;4867.4;4938.7;4938.7;4867.4;324.16K;-0.73
18/10/10;4903.1;4903.1;4956.6;4903.1;147.86K;-0.72
15/10/10;4938.7;4974.4;4974.4;4938.7;335.53K;-0.72
14/10/10;4974.4;4956.6;4992.2;4956.6;266.88K;0.72
13/10/10;4938.7;4956.6;4974.4;4938.7;426.12K;-0.36
12/10/10;4956.6;4992.2;5010.1;4956.6;437.08K;-0.36
11/10/10;4974.4;4956.6;5045.7;4956.6;464.30K;-0.36
8/10/10;4992.2;5027.9;5027.9;4992.2;510.20K;-0.36
7/10/10;5010.1;5045.7;5045.7;4974.4;443.58K;-0.71
6/10/10;5045.7;5045.7;5099.2;4992.2;554.07K;0.71
5/10/10;5010.1;5010.1;5081.4;4974.4;674.72K;1.45
4/10/10;4938.7;5063.5;5063.5;4938.7;423.68K;-2.81
1/10/10;5081.4;5081.4;5117.0;5063.5;1.07;0.00
30/9/10;5081.4;5099.2;5134.9;5063.5;1.54;0.35
29/9/10;5063.5;5081.4;5081.4;5045.7;664.56K;-0.35
28/9/10;5081.4;5081.4;5099.2;5063.5;742.15K;0.00
27/9/10;5081.4;5081.4;5099.2;5027.9;1.61;0.00
24/9/10;5081.4;5063.5;5134.9;5063.5;2.19;0.00
23/9/10;5081.4;5045.7;5134.9;5045.7;1.36;0.35
22/9/10;5063.5;5045.7;5134.9;5045.7;1.56;0.71
21/9/10;5027.9;5045.7;5081.4;5027.9;1.09;-0.35
20/9/10;5045.7;5081.4;5081.4;5027.9;929.82K;0.00
17/9/10;5045.7;5010.1;5063.5;4992.2;1.48;0.71
16/9/10;5010.1;4920.9;5045.7;4920.9;1.14;0.36
15/9/10;4992.2;4974.4;5063.5;4938.7;1.71;0.00
14/9/10;4992.2;4956.6;5117.0;4956.6;673.09K;0.72
13/9/10;4956.6;4992.2;5027.9;4903.1;1.17;-0.36
10/9/10;4974.4;5081.4;5081.4;4956.6;463.89K;-2.11
9/9/10;5081.4;5081.4;5081.4;4903.1;1.24;2.52
8/9/10;4956.6;4849.6;5027.9;4849.6;511.42K;-1.42
7/9/10;5027.9;5170.5;5170.5;5010.1;965.57K;-2.08
6/9/10;5134.9;5063.5;5170.5;5027.9;850.20K;1.77
1/9/10;5045.7;5045.7;5081.4;4974.4;668.63K;0.35
31/8/10;5027.9;5010.1;5027.9;4903.1;697.06K;0.00
30/8/10;5027.9;4867.4;5027.9;4867.4;1.07;3.68
27/8/10;4849.6;4813.9;4867.4;4796.1;663.35K;0.00
26/8/10;4849.6;4813.9;4885.2;4813.9;558.54K;0.74
25/8/10;4813.9;4956.6;4974.4;4796.1;1.46;-2.88
24/8/10;4956.6;4992.2;5063.5;4956.6;3.30;-0.71
23/8/10;4992.2;5063.5;5063.5;4974.4;534.58K;-0.71
20/8/10;5027.9;4813.9;5081.4;4813.9;671.06K;-0.35
19/8/10;5045.7;5010.1;5081.4;5010.1;558.95K;0.35
18/8/10;5027.9;5134.9;5170.5;5027.9;1.01;-1.74
17/8/10;5117.0;5134.9;5295.3;5027.9;621.51K;-0.69
16/8/10;5152.7;5331.0;5331.0;4992.2;1.14;2.12
13/8/10;5045.7;4903.1;5081.4;4867.4;1.26;1.80
12/8/10;4956.6;5081.4;5117.0;4903.1;2.30;-2.80
11/8/10;5099.2;5117.0;5152.7;5081.4;1.91;-0.35
10/8/10;5117.0;5206.2;5224.0;5099.2;1.81;-2.38
9/8/10;5241.8;5224.0;5241.8;5152.7;2.78;0.68
6/8/10;5206.2;5295.3;5313.2;5206.2;980.19K;-1.35
5/8/10;5277.5;5348.8;5348.8;5259.7;636.13K;-0.34
4/8/10;5295.3;5348.8;5348.8;5277.5;1.34;-1.00
3/8/10;5348.8;5348.8;5366.6;5331.0;2.09;0.00
2/8/10;5348.8;5402.3;5402.3;5331.0;1.19;0.00
30/7/10;5348.8;5384.5;5402.3;5348.8;2.18;-0.66
29/7/10;5384.5;5384.5;5402.3;5348.8;1.33;0.00
28/7/10;5384.5;5420.1;5420.1;5384.5;860.36K;-0.66
27/7/10;5420.1;5420.1;5438.0;5402.3;2.32;0.00
26/7/10;5420.1;5420.1;5438.0;5402.3;1.33;0.00
23/7/10;5420.1;5455.8;5473.6;5420.1;1.10;-0.98
22/7/10;5473.6;5438.0;5473.6;5402.3;1.19;-0.65
21/7/10;5509.3;5491.4;5527.1;5455.8;1.58;0.65
20/7/10;5473.6;5562.8;5580.6;5455.8;2.17;-1.92
19/7/10;5580.6;5527.1;5598.4;5527.1;1.13;-0.32
16/7/10;5598.4;5616.3;5616.3;5580.6;1.55;0.00
15/7/10;5598.4;5598.4;5634.1;5562.8;1.97;-0.63
14/7/10;5634.1;5527.1;5687.6;5473.6;3.28;1.94
13/7/10;5527.1;5527.1;5616.3;5420.1;1.65;1.64
12/7/10;5438.0;5420.1;5438.0;5402.3;995.22K;0.00
9/7/10;5438.0;5455.8;5455.8;5402.3;679.59K;0.00
8/7/10;5438.0;5509.3;5509.3;5402.3;1.00;0.33
7/7/10;5420.1;5455.8;5491.4;5420.1;601.19K;-0.65
6/7/10;5455.8;5438.0;5527.1;5420.1;1.84;0.33
5/7/10;5438.0;5402.3;5473.6;5384.5;2.59;0.00
2/7/10;5438.0;5438.0;5438.0;5402.3;2.39;0.00
1/7/10;5438.0;5402.3;5455.8;5384.5;1.48;0.00
30/6/10;5438.0;5438.0;5455.8;5366.6;2.39;-0.65
29/6/10;5473.6;5420.1;5509.3;5402.3;1.74;0.65
28/6/10;5438.0;5402.3;5438.0;5402.3;1.62;0.66
25/6/10;5402.3;5438.0;5438.0;5348.8;1.21;-0.66
24/6/10;5438.0;5438.0;5455.8;5366.6;1.38;0.00
23/6/10;5438.0;5438.0;5438.0;5420.1;1.38;0.00
22/6/10;5438.0;5438.0;5455.8;5420.1;1.62;0.00
21/6/10;5438.0;5438.0;5455.8;5420.1;954.60K;-0.33
18/6/10;5455.8;5420.1;5455.8;5420.1;1.54;0.33
17/6/10;5438.0;5455.8;5455.8;5420.1;888.79K;-0.33
16/6/10;5455.8;5473.6;5527.1;5438.0;1.70;0.00
15/6/10;5455.8;5455.8;5473.6;5420.1;1.85;0.33
14/6/10;5438.0;5473.6;5473.6;5438.0;717.37K;-0.65
11/6/10;5473.6;5509.3;5527.1;5455.8;1.17;0.65
10/6/10;5438.0;5473.6;5527.1;5420.1;1.01;-0.33
9/6/10;5455.8;5473.6;5473.6;5420.1;810.80K;-0.33
8/6/10;5473.6;5438.0;5491.4;5438.0;1.46;0.99
7/6/10;5420.1;5527.1;5562.8;5348.8;1.00;-2.88
4/6/10;5580.6;5527.1;5634.1;5527.1;1.65;-0.64
3/6/10;5616.3;5634.1;5634.1;5580.6;1.86;0.00
2/6/10;5616.3;5616.3;5634.1;5562.8;2.03;0.00
1/6/10;5616.3;5580.6;5669.7;5562.8;924.95K;0.00
31/5/10;5616.3;5705.4;5705.4;5580.6;856.30K;-0.32
28/5/10;5634.1;5616.3;5776.7;5580.6;1.94;0.96
27/5/10;5580.6;5616.3;5616.3;5562.8;2.10;-0.64
26/5/10;5616.3;5580.6;5634.1;5544.9;2.23;0.96
25/5/10;5562.8;5616.3;5616.3;5527.1;3.48;-0.95
24/5/10;5616.3;5544.9;5687.6;5527.1;3.91;-0.32
21/5/10;5634.1;5705.4;5705.4;5491.4;5.56;-3.36
20/5/10;5830.2;5812.4;5865.9;5687.6;2.85;0.00
19/5/10;5830.2;5830.2;5865.9;5812.4;5.23;-0.61
18/5/10;5865.9;5883.7;5972.8;5794.5;3.84;0.31
17/5/10;5848.0;5865.9;5883.7;5830.2;4.42;-0.61
14/5/10;5883.7;5883.7;5919.4;5865.9;2.96;0.00
13/5/10;5883.7;5883.7;5972.8;5865.9;3.03;0.00
12/5/10;5883.7;5972.8;5972.8;5865.9;5.75;-1.20
11/5/10;5955.0;6026.3;6133.3;5901.5;5.32;0.00
10/5/10;5955.0;5937.2;5990.7;5776.7;5.06;-1.48
7/5/10;6044.2;6062.0;6062.0;5990.7;3.09;-1.45
6/5/10;6133.3;6186.8;6222.5;6062.0;2.02;-0.86
5/5/10;6186.8;6329.4;6365.1;6151.1;2.05;-1.70
4/5/10;6293.8;6044.2;6347.3;5972.8;6.30;4.44
29/4/10;6026.3;5990.7;6026.3;5901.5;6.86;0.90
28/4/10;5972.8;6044.2;6062.0;5955.0;2.87;-1.18
27/4/10;6044.2;6062.0;6062.0;6008.5;1.32;-0.29
26/4/10;6062.0;6240.3;6240.3;6044.2;2.10;-1.45
22/4/10;6151.1;5990.7;6293.8;5955.0;3.99;2.68
21/4/10;5990.7;5955.0;6008.5;5883.7;2.93;1.20
20/4/10;5919.4;5972.8;5990.7;5865.9;3.15;-1.19
19/4/10;5990.7;6044.2;6044.2;5937.2;2.94;-0.89
16/4/10;6044.2;6062.0;6115.5;6008.5;2.66;-0.29
15/4/10;6062.0;5990.7;6062.0;5990.7;3.15;1.19
14/4/10;5990.7;6062.0;6097.6;5937.2;3.73;-1.47
13/4/10;6079.8;6151.1;6151.1;6062.0;2.65;-0.87
12/4/10;6133.3;6169.0;6186.8;6115.5;2.96;-0.58
9/4/10;6169.0;6186.8;6186.8;6151.1;3.24;-0.29
8/4/10;6186.8;6204.6;6222.5;6151.1;1.84;0.29
7/4/10;6169.0;6186.8;6204.6;6169.0;1.49;-0.57
6/4/10;6204.6;6204.6;6222.5;6169.0;2.09;0.00
5/4/10;6204.6;6240.3;6240.3;6186.8;1.47;0.29
2/4/10;6186.8;6240.3;6240.3;6151.1;2.12;-0.57
1/4/10;6222.5;6151.1;6240.3;6079.8;2.83;1.75
31/3/10;6115.5;6186.8;6186.8;6115.5;2.43;-1.72
30/3/10;6222.5;6186.8;6240.3;6079.8;4.82;0.58
29/3/10;6186.8;6222.5;6222.5;6186.8;2.80;-0.29
26/3/10;6204.6;6204.6;6222.5;6186.8;4.74;-0.57
25/3/10;6240.3;6240.3;6240.3;6186.8;5.68;0.00
24/3/10;6240.3;6222.5;6258.1;6151.1;3.61;0.29
23/3/10;6222.5;6240.3;6240.3;6169.0;3.67;-0.29
22/3/10;6240.3;6222.5;6258.1;6151.1;3.96;0.00
19/3/10;6240.3;6275.9;6275.9;6222.5;3.60;-0.28
18/3/10;6258.1;6275.9;6275.9;6222.5;3.35;0.29
17/3/10;6240.3;6240.3;6258.1;6204.6;3.99;0.00
16/3/10;6240.3;6382.9;6382.9;6222.5;3.31;0.00
15/3/10;6240.3;6329.4;6454.2;6240.3;4.01;-0.85
12/3/10;6293.8;6275.9;6293.8;6240.3;3.02;0.86
11/3/10;6240.3;6329.4;6329.4;6240.3;2.57;-0.57
10/3/10;6275.9;6347.3;6347.3;6258.1;3.74;-0.57
9/3/10;6311.6;6365.1;6365.1;6258.1;2.93;-0.56
8/3/10;6347.3;6382.9;6418.6;6329.4;2.76;0.00
5/3/10;6347.3;6365.1;6365.1;6311.6;2.39;0.00
4/3/10;6347.3;6561.2;6579.0;6329.4;3.38;-0.56
3/3/10;6382.9;6280.2;6417.1;6280.2;3.48;1.36
2/3/10;6297.4;6502.7;6502.7;6263.1;3.71;-1.07
1/3/10;6365.8;6331.6;6382.9;6246.0;3.54;1.92
26/2/10;6246.0;6057.8;6246.0;6057.8;5.04;3.11
25/2/10;6057.8;6126.2;6143.3;6023.6;1.84;-0.84
24/2/10;6109.1;5818.2;6126.2;5818.2;1.82;0.00
23/2/10;6109.1;6177.6;6194.7;6074.9;888.39K;-2.19
22/2/10;6246.0;6246.0;6297.4;6160.5;1.59;1.67
12/2/10;6143.3;6160.5;6194.7;6109.1;1.75;0.00
11/2/10;6143.3;6040.7;6211.8;5989.3;2.67;2.28
10/2/10;6006.4;6023.6;6023.6;5989.3;1.46;0.29
